mfcc_1_mean,mfcc_1_std,mfcc_1_skew,mfcc_1_kurtosis,delta_1_mean,delta_1_std,delta_1_skew,delta_1_kurtosis,delta2_1_mean,delta2_1_std,delta2_1_skew,delta2_1_kurtosis,mfcc_2_mean,mfcc_2_std,mfcc_2_skew,mfcc_2_kurtosis,delta_2_mean,delta_2_std,delta_2_skew,delta_2_kurtosis,delta2_2_mean,delta2_2_std,delta2_2_skew,delta2_2_kurtosis,mfcc_3_mean,mfcc_3_std,mfcc_3_skew,mfcc_3_kurtosis,delta_3_mean,delta_3_std,delta_3_skew,delta_3_kurtosis,delta2_3_mean,delta2_3_std,delta2_3_skew,delta2_3_kurtosis,mfcc_4_mean,mfcc_4_std,mfcc_4_skew,mfcc_4_kurtosis,delta_4_mean,delta_4_std,delta_4_skew,delta_4_kurtosis,delta2_4_mean,delta2_4_std,delta2_4_skew,delta2_4_kurtosis,mfcc_5_mean,mfcc_5_std,mfcc_5_skew,mfcc_5_kurtosis,delta_5_mean,delta_5_std,delta_5_skew,delta_5_kurtosis,delta2_5_mean,delta2_5_std,delta2_5_skew,delta2_5_kurtosis,mfcc_6_mean,mfcc_6_std,mfcc_6_skew,mfcc_6_kurtosis,delta_6_mean,delta_6_std,delta_6_skew,delta_6_kurtosis,delta2_6_mean,delta2_6_std,delta2_6_skew,delta2_6_kurtosis,mfcc_7_mean,mfcc_7_std,mfcc_7_skew,mfcc_7_kurtosis,delta_7_mean,delta_7_std,delta_7_skew,delta_7_kurtosis,delta2_7_mean,delta2_7_std,delta2_7_skew,delta2_7_kurtosis,mfcc_8_mean,mfcc_8_std,mfcc_8_skew,mfcc_8_kurtosis,delta_8_mean,delta_8_std,delta_8_skew,delta_8_kurtosis,delta2_8_mean,delta2_8_std,delta2_8_skew,delta2_8_kurtosis,mfcc_9_mean,mfcc_9_std,mfcc_9_skew,mfcc_9_kurtosis,delta_9_mean,delta_9_std,delta_9_skew,delta_9_kurtosis,delta2_9_mean,delta2_9_std,delta2_9_skew,delta2_9_kurtosis,mfcc_10_mean,mfcc_10_std,mfcc_10_skew,mfcc_10_kurtosis,delta_10_mean,delta_10_std,delta_10_skew,delta_10_kurtosis,delta2_10_mean,delta2_10_std,delta2_10_skew,delta2_10_kurtosis,mfcc_11_mean,mfcc_11_std,mfcc_11_skew,mfcc_11_kurtosis,delta_11_mean,delta_11_std,delta_11_skew,delta_11_kurtosis,delta2_11_mean,delta2_11_std,delta2_11_skew,delta2_11_kurtosis,mfcc_12_mean,mfcc_12_std,mfcc_12_skew,mfcc_12_kurtosis,delta_12_mean,delta_12_std,delta_12_skew,delta_12_kurtosis,delta2_12_mean,delta2_12_std,delta2_12_skew,delta2_12_kurtosis,mfcc_13_mean,mfcc_13_std,mfcc_13_skew,mfcc_13_kurtosis,delta_13_mean,delta_13_std,delta_13_skew,delta_13_kurtosis,delta2_13_mean,delta2_13_std,delta2_13_skew,delta2_13_kurtosis,participant,segment
-561.9342,43.800575,0.23047809302806854,-0.7651386,-0.88701326,8.6064625,0.7810644507408142,0.45916843,1.221687,9.107734,0.003009853418916464,-1.1403214,233.19644,38.00574,-0.18801183998584747,-0.4157455,-1.3159672,8.857317,-0.1666356325149536,-0.9593055,-1.592535,6.061354,0.6613502502441406,-0.5718987,50.338,14.1864,-0.7237783074378967,0.4087174,0.37096393,3.9160042,0.34343087673187256,-0.29227686,0.021950101,2.2314858,0.35000139474868774,-0.052023888,-29.588598,21.310291,0.6712228059768677,0.3008392,0.89790344,4.840201,0.2479594349861145,-0.95583916,0.8291739,2.9696426,-0.8881475925445557,-0.25038123,-22.629633,11.733525,0.15359777212142944,-0.43875217,0.5478266,1.173358,0.5723803043365479,1.2907186,0.428176,1.5400107,-0.5174576640129089,-0.73127747,-19.07383,7.73534,-0.9264460802078247,0.29892993,0.405379,1.4569129,0.01933809369802475,-1.3356823,0.066566564,1.3196065,-0.12396332621574402,-1.2604212,-26.179657,7.6289535,-0.4838032126426697,1.0172114,0.22601667,1.9710838,0.8531334400177002,-0.3354931,0.1659179,1.0423672,0.0952555388212204,-1.0903976,-19.42818,5.3176064,0.44401174783706665,-0.48429275,0.21629283,1.1436177,0.3662225604057312,-0.9283588,0.23258719,0.64433604,-0.5386373996734619,-0.86944723,-12.812378,4.8633027,0.03498317673802376,0.24117684,0.41985083,1.1307157,0.6400004625320435,-0.31420016,0.10279155,0.71518016,-0.29635438323020935,-0.92112565,-16.703638,7.8408523,-0.9365723133087158,-0.15693164,0.3677258,1.7452933,0.4156251549720764,-1.0611569,0.12451263,1.3185649,-0.1525806188583374,-1.2396308,-19.850714,4.4580317,0.20462201535701752,-0.21345901,0.13581267,0.7823607,0.37595778703689575,-0.3027289,0.1756315,0.59588885,-0.045896101742982864,-0.72161627,-17.29661,3.5957718,-0.04348374903202057,0.694206,0.11305002,0.53044385,-0.6077653765678406,-0.78526044,0.08201394,0.4541409,-0.1648252308368683,-0.56727076,-16.17281,3.445186,0.8746336698532104,1.9884677,0.34494987,0.67431366,0.4802702069282532,-0.41929054,0.07498089,0.4013442,-0.20350298285484314,0.1565063,Participant_BPF_01,3
-580.6221,44.862514,0.9190729260444641,0.09304786,-1.924359,10.398404,0.14143632352352142,-0.4612608,1.575409,6.879835,-0.4009265899658203,0.47216725,219.49805,35.566418,-0.05658074840903282,1.0844793,-2.470977,6.1787786,0.9224461317062378,0.5459113,-0.88492286,4.802562,0.6768700480461121,0.6937144,55.92118,17.501211,-0.687748372554779,0.025500298,0.38085693,3.364202,-0.4913092851638794,-0.49252152,-0.24940225,2.678816,0.2992232143878937,-0.73095965,-20.569592,17.126057,-0.4303644597530365,-1.1054691,1.165117,3.4854603,-0.5928837060928345,0.11167812,0.012866855,2.4385803,-0.6868138313293457,0.42304707,-19.302391,10.3559885,-0.49857231974601746,-0.21519399,0.701028,1.9999207,0.46403494477272034,0.10714531,-0.2434862,1.1960255,-0.012296189554035664,-0.1560061,-19.63607,7.8979187,-0.5667688846588135,-0.09239507,0.5688113,1.4712741,-0.5632932782173157,-0.5583141,-0.072087124,1.0038023,0.20731328427791595,-0.89738154,-27.729595,8.244226,-0.11098556220531464,0.7069917,0.29682627,1.6241179,-0.024932347238063812,-1.2079399,0.28102654,1.1399976,-0.24221432209014893,-0.8698194,-22.344791,6.2945085,1.0751012563705444,1.8813057,-0.113979355,1.187179,0.10279858857393265,-0.7144911,0.35026947,0.6693039,-0.20871523022651672,-0.9516394,-12.6583,4.056683,-0.11515415459871292,0.4514506,0.040356256,0.7892806,0.8688050508499146,1.4613829,0.051697515,0.62832177,-0.11090856045484543,-0.4810059,-14.964853,7.3293586,-1.1881383657455444,0.34997582,0.38372156,1.2368991,0.07834125310182571,-0.07292104,-0.011181462,1.1325392,-0.13862864673137665,-0.52624774,-19.226482,5.336353,-0.3060740530490875,-0.9905143,0.11254156,0.76689273,0.4433990716934204,0.32545304,0.033263754,0.6366208,-0.17820487916469574,-0.5398495,-18.417637,4.086306,-0.07846438884735107,0.030070543,-0.12951343,0.62488323,-0.30875131487846375,-1.3409053,0.08664493,0.5429792,-0.2919582426548004,0.047023296,-16.900661,3.0839937,-0.34240075945854187,-0.13591886,0.032461282,0.57693624,-0.5161172151565552,-0.3156116,0.085239366,0.48915336,-0.0846925675868988,-1.0085018,Participant_BPF_01,4
-588.13293,37.640408,0.9990983605384827,0.107815504,-0.32028788,7.4280634,-0.21249879896640778,-0.78677416,2.14593,4.485307,-0.3948776423931122,-0.6085024,219.7817,23.92806,0.06738943606615067,0.61455584,1.2177608,4.398936,-0.26325723528862,-0.8329835,-0.39315796,3.2010617,-0.48156052827835083,-0.20743108,57.687904,15.871328,-0.2933245897293091,-0.76514053,0.23647395,2.377981,0.49466538429260254,-0.64315414,0.19687232,1.9479872,0.02865869551897049,-0.61958957,-17.707766,14.971598,-0.3851967751979828,0.08995628,-0.7976583,2.7162042,0.25443121790885925,-0.3802786,0.24758926,2.239608,-0.0793112963438034,-0.12390804,-17.003017,10.970535,-0.13032013177871704,-0.6047561,-0.9108137,2.473413,-0.2495131492614746,-1.3231045,-0.057847213,1.314628,0.48385271430015564,-0.10473108,-18.615923,7.291372,-0.7679235935211182,0.40702772,-0.32577834,1.1190006,0.7133541703224182,-0.32119775,0.13855535,1.1293405,0.5182178616523743,-0.81360674,-26.409094,7.40692,0.2544456124305725,0.2331872,0.007205391,1.2297877,-0.3299741744995117,-0.7480676,0.34809786,1.1941426,1.0454643964767456,0.5438132,-20.947853,6.0766907,0.3582095503807068,-0.11998153,-0.049890112,0.9572835,0.21494553983211517,-1.2115822,0.20170383,0.8400208,0.806154191493988,-0.09192729,-11.02302,4.047888,0.47927528619766235,-0.16046381,-0.10308844,0.7055511,-0.1075010895729065,-0.6457772,-0.09212848,0.61059815,-0.8081732988357544,-0.29000568,-12.750277,3.405296,-0.5050203800201416,0.8320663,-0.16468647,0.3850706,0.09453324973583221,-1.0437663,-0.035266973,0.3356875,-0.5377928018569946,1.1129603,-17.31579,3.7026293,0.36048024892807007,-0.20897484,-0.13585994,0.51538813,-0.5415456891059875,-0.78707814,0.17689566,0.53551936,0.005527303088456392,-0.688056,-17.617102,3.6151714,-0.14062835276126862,1.3565526,-0.16915818,0.6029427,-0.6152621507644653,-0.3433559,0.16366825,0.6052051,0.49505752325057983,-0.01683712,-17.30977,3.7966156,1.142563819885254,1.2532225,-0.13339102,0.68661684,-0.16164787113666534,-0.67726135,0.072496414,0.7113148,0.49246159195899963,-0.39435053,Participant_BPF_01,5
-574.5225,37.00837,1.2085694074630737,1.698986,1.9251263,5.358781,0.5944127440452576,0.31810188,2.1171355,5.5308366,0.22875133156776428,-0.72390366,218.97217,36.823364,-1.2661548852920532,2.4781275,0.57399225,7.875597,0.6052431464195251,-0.04466653,-2.4318101,4.5337496,-0.059349458664655685,-1.1160263,46.584076,14.736593,-0.9668009281158447,1.7252965,-0.23437533,2.5516183,0.26198554039001465,-0.4298663,-0.5234826,2.5591033,0.3636781573295593,-0.47695518,-22.863495,17.637907,0.43795934319496155,-0.11137605,-1.1247412,3.7625067,-1.0342235565185547,0.5404918,0.80775964,2.2368839,-0.13972777128219604,-0.023187637,-15.800116,13.4287815,-0.16034740209579468,-1.0525438,-0.8532497,2.5552168,0.6654770374298096,-0.12260294,0.5392617,2.1740022,-0.3932153880596161,-0.42568588,-17.494541,6.7571774,-0.4633181393146515,0.13617563,-0.04238968,1.0047195,0.8277112245559692,-0.17642426,0.045861058,0.7130188,-0.2595912218093872,-0.28959584,-26.890774,6.904932,0.45354050397872925,0.068807125,0.18927267,1.5217284,0.09132682532072067,-0.73750997,0.20074734,0.6543019,-0.883833646774292,0.31060386,-19.34433,5.306748,0.7389712929725647,0.09512305,0.1465934,1.2060302,0.2920900285243988,-1.0232459,0.21976046,0.5612537,-0.5603131055831909,-0.08071804,-10.500072,4.0264125,0.3112773001194,-0.30367208,0.14356984,0.6872433,-0.6846573948860168,-0.20959282,0.11989154,0.46566325,-1.0559711456298828,1.4500551,-14.606418,4.455088,-1.3272608518600464,2.573626,0.16510218,0.9288675,0.6606905460357666,-0.5868366,0.011769016,0.5313228,0.2282039374113083,-0.025921345,-18.569878,3.7339537,0.3590000569820404,0.28668475,0.14187223,0.67761296,0.14252731204032898,-1.1499344,0.14942737,0.48364735,-1.3406999111175537,1.4863119,-16.85749,3.4175382,0.14449578523635864,-0.6814194,0.08309682,0.570988,0.3255979120731354,0.46069932,0.10402167,0.5554195,-0.15428131818771362,0.02081418,-16.70693,3.54391,0.13340896368026733,0.18279433,0.12409751,0.6553949,-0.9052039980888367,0.7508323,0.098659754,0.62885106,-0.4455847442150116,-0.010865688,Participant_BPF_01,6
-594.59814,27.795744,0.28990620374679565,-0.72159576,-0.4229385,3.157838,-0.8161820769309998,0.025133133,0.7510196,3.615961,-0.00610082782804966,-0.9495456,212.40889,27.697458,-1.6140238046646118,4.4614363,-1.196919,5.2364216,-0.8113667964935303,0.09466481,-1.7851404,3.2438178,-0.07231198996305466,-1.3683512,52.87309,16.62035,-1.1046143770217896,1.5335121,0.4058978,2.4639754,-0.14131049811840057,-0.08188009,-0.120601654,2.4410377,0.30440253019332886,-0.33607197,-21.179014,16.169243,0.18074917793273926,-0.56728673,0.5427859,3.4738505,0.22621311247348785,-1.0448722,0.84166,2.295274,0.038136400282382965,-1.1199708,-18.022038,11.53277,0.33632490038871765,-0.8011396,-0.03152431,2.6347759,-0.015583700500428677,-0.48930144,0.5955776,1.9775647,-0.8204936385154724,0.64425635,-16.151005,5.5154386,-0.1899326592683792,-0.092541695,0.12928678,0.763109,0.4377198815345764,0.6912513,0.27094534,0.89202726,-0.23926839232444763,-1.2029917,-24.575687,6.531536,0.4361189305782318,2.0472846,0.2818846,1.0079187,0.08215172588825226,-0.4815719,0.3583551,0.9330758,-0.21724262833595276,-1.2666575,-20.506512,5.508845,0.763409435749054,1.6700072,0.14869389,1.1306611,-0.06865180283784866,-0.5948367,0.36654466,0.7394071,0.04144134372472763,-1.3632426,-10.814412,3.779077,0.929915726184845,1.4066133,-0.040575366,0.61236995,-0.5147693157196045,-1.0582105,0.25129735,0.55619466,0.2716026306152344,-0.36337972,-11.630194,4.177513,-0.5099713206291199,0.7882552,-0.008753682,0.6626774,0.2750104069709778,-0.23635197,0.1746806,0.56851196,0.3686966300010681,-0.47525907,-16.676853,3.6496532,0.4236637055873871,-0.095613,-0.04007228,0.80923474,-0.5699918270111084,-0.6821146,0.072895825,0.2905392,-0.9003140330314636,1.1761751,-16.56023,3.7930589,0.6289618015289307,-0.0010700226,0.022367245,0.6022111,0.32505813241004944,-0.8167119,0.07087354,0.532973,0.18623100221157074,-1.0387379,-16.113758,3.2186038,0.42626291513442993,0.33726597,-0.006916672,0.520381,0.15113084018230438,-1.2394414,0.17162105,0.4681035,-0.3524473309516907,-0.8295524,Participant_BPF_01,7
-599.55096,34.92325,1.9352854490280151,4.387152,-0.43933406,6.236025,-0.8037329912185669,0.14996648,1.6439314,5.300281,0.8818040490150452,-0.13249159,211.65181,28.078123,-2.255547523498535,7.188616,2.8303132,4.7137585,1.1217633485794067,0.41452694,-0.7298602,3.0151868,-0.5380774140357971,-0.5653517,60.135612,12.210023,-0.567682683467865,-0.41859102,-0.8249496,2.444192,-0.754392683506012,-0.35216618,-0.025270605,2.084146,0.10348460078239441,-1.1917093,-18.295712,15.067451,-0.020372487604618073,-0.16308856,-1.1754897,2.4812965,0.23880843818187714,-1.2362288,0.2498925,2.2676818,-0.13605426251888275,-0.83649445,-17.719677,6.930983,0.3114914000034332,-0.028134346,0.14013219,1.0374863,-0.2968928813934326,-0.7611089,0.14621763,1.1614252,0.230942040681839,-1.0887873,-16.61589,5.181897,0.18628248572349548,0.14881516,0.03673785,1.0275667,-0.060344744473695755,-1.0172226,0.21503265,0.6418068,-0.5024580359458923,-1.0310559,-24.527903,6.8909698,-0.5292516350746155,-0.030386448,-0.6457195,1.2425158,-0.5111831426620483,-1.061384,0.29129228,0.9869335,0.7502140402793884,-0.32836676,-22.6265,5.4565864,0.3853464722633362,0.44791555,-0.60081047,1.2272371,-0.8469125032424927,-0.12062478,0.049224216,0.52101475,0.46017327904701233,0.07075095,-12.240179,4.2065954,-0.06988280266523361,-0.12615824,-0.121591315,0.76076555,0.011377440765500069,-0.08722949,-0.009061949,0.55459195,-0.10459040850400925,-1.1941134,-11.077045,3.7270033,-0.6423118710517883,-0.16219187,-0.22094996,0.5163872,0.36409565806388855,-0.015871763,0.026697582,0.45572934,0.16286700963974,-0.6204312,-17.023651,3.648876,0.4347841441631317,0.59812427,-0.307216,0.6351958,-0.23344381153583527,-0.08768153,-0.056435652,0.39706492,-0.4294605255126953,-0.7600341,-16.972845,3.6491342,0.988731861114502,0.5453837,-0.009017771,0.5327454,0.8033023476600647,1.177289,-0.037052043,0.32118422,-0.17892403900623322,-0.48903465,-16.38098,3.4249437,0.43925711512565613,-0.3799069,-0.08979006,0.58219075,0.14852456748485565,-0.38259983,-0.009730322,0.38082138,0.029407277703285217,0.43564367,Participant_BPF_01,8
-598.33356,29.991846,1.5885261297225952,3.0779657,-1.1024891,5.263555,0.3233371675014496,-0.7650542,1.8044895,4.135234,0.40415409207344055,-0.27360177,213.1763,18.278223,-0.2307850420475006,0.89461446,1.1159966,3.783521,0.2494819462299347,-0.94818854,-0.063730165,2.2678084,-0.22766363620758057,-1.2881907,57.30271,13.191038,-0.1978270262479782,-0.82117057,0.09606876,2.3567362,-1.2354164123535156,1.6667175,-0.011285901,1.6715862,-0.1813131719827652,-0.8527076,-16.882547,11.465954,-0.7473079562187195,0.1639471,-0.34731996,2.2740777,0.2900754511356354,-0.8313894,-0.01718459,1.544936,0.17010918259620667,-0.4051621,-15.03493,9.274195,0.5330513715744019,0.23741317,-0.0420219,1.3297602,-0.20504878461360931,-1.0644597,-0.26117557,0.8051855,0.5993022918701172,-0.13101244,-15.255247,6.236169,0.2512800991535187,-0.2124703,0.11923282,1.0924826,-0.05743541568517685,-0.9007385,-0.2559777,0.7724819,0.3486027717590332,-0.81843305,-24.215897,6.8912745,-0.7162564396858215,0.32711387,-0.21995616,1.3239568,0.15750563144683838,-0.16250134,-0.06385708,0.79862475,0.37361061573028564,-0.6055095,-22.37267,5.0368695,0.12146984040737152,0.8221624,-0.4114441,1.0180727,0.2892666161060333,-0.23047256,0.045703925,0.5674532,0.09933396428823471,-1.0411625,-12.8515,4.3851485,-0.03657006844878197,-0.51622987,-0.035112686,0.5798438,0.8026719093322754,0.41556382,0.08460035,0.6507902,0.34390437602996826,-0.72140336,-13.514284,4.432876,-0.8057223558425903,0.19571257,0.07116624,0.6131466,0.0016526842955499887,-0.035432577,0.06820599,0.63964087,0.3962990939617157,-1.1931292,-16.785223,3.2474272,0.1487639993429184,0.09764981,-0.050353825,0.45609924,1.3861647844314575,2.5191865,0.1641459,0.5459545,-0.2730852961540222,-0.90804505,-15.538884,3.3344476,0.4038082957267761,0.11324978,-0.012755185,0.68251777,0.600784957408905,-0.4917028,0.12751324,0.45618245,-0.6763676404953003,-0.2512002,-16.141962,3.3964815,-0.4599868059158325,-0.0039412975,0.112160444,0.7044877,0.4160870909690857,-1.005489,0.06727536,0.4792822,-0.6479865312576294,-0.2457757,Participant_BPF_01,9
-563.54724,36.523167,-0.459523469209671,-0.44572234,1.4860392,5.698575,-0.5064792037010193,-0.5723548,-0.38101763,4.3653502,0.7883575558662415,0.3143623,244.62051,24.082195,-0.5414541959762573,-0.7472458,1.0616261,4.0579333,-0.5135377049446106,-0.46526384,-0.003287506,2.842384,0.5304598212242126,0.15898705,36.07167,16.017681,-0.016449719667434692,-1.0469687,-0.77377295,2.5932455,0.4307904839515686,-0.85301733,-0.120492004,1.8912909,-0.18817919492721558,-0.16405559,-45.378582,17.74031,0.8272716999053955,-0.46054125,-1.0396674,3.0319474,0.8036487698554993,0.26063347,-0.04007137,1.9927438,-0.3300095498561859,-0.07989764,-22.093576,6.465247,-0.14429059624671936,-0.7878783,-0.13783792,1.0507814,-0.1770225465297699,0.18190575,0.0444615,0.58547163,0.23147951066493988,0.53317523,-14.536661,5.366365,0.444149911403656,0.061077356,0.24692094,1.047818,0.9178751111030579,0.21286273,0.05365758,0.8669196,-0.6230692863464355,0.09887838,-28.386957,8.028297,-0.12849682569503784,-1.1926631,0.013738722,1.503855,-0.046447839587926865,-0.98812103,0.06694052,1.2609949,-0.6171745657920837,-0.6253743,-25.018438,5.167353,-0.08740436285734177,-0.27856684,-0.044929255,0.8838222,-0.3177404999732971,-0.60069513,0.10116112,0.7471602,-0.9215626120567322,0.0062072277,-16.575266,4.0294027,0.1961861103773117,-0.49467397,-0.18304509,0.71143305,0.6032253503799438,-0.07167244,0.07303429,0.40551066,-0.15232068300247192,-0.79098773,-18.207218,4.446314,-0.2520061433315277,-0.54148865,-0.0693928,0.6139452,0.652923047542572,0.36899877,0.15248507,0.5936411,0.014991894364356995,-0.44839096,-20.420841,3.7879791,0.09431231021881104,-0.45660353,-0.085909925,0.6975817,0.42284297943115234,-0.5310557,-0.026673114,0.6740993,0.12632305920124054,-1.261422,-19.307476,2.821453,-0.05326101556420326,-0.5147457,0.006401996,0.45177755,-0.23949231207370758,0.0690155,-0.05156675,0.38982612,-0.033324312418699265,-0.6021452,-16.94166,2.6362107,1.1241493225097656,1.8549881,-0.05579389,0.3719005,-0.37332046031951904,-0.62955165,0.08712728,0.33062008,-0.38395971059799194,-0.809237,Participant_BPF_02,3
-562.9896,31.263926,0.13676771521568298,-0.9075663,0.14639366,7.5569077,0.35559767484664917,-1.0911472,0.124880575,4.441756,0.21815012395381927,-0.25029755,238.96912,22.06073,-0.4772387444972992,0.8156154,-1.3438575,3.7357285,0.6062334179878235,-0.30252838,-1.0169017,3.3845248,0.2694336473941803,-0.5257232,36.785698,14.32195,0.06393525749444962,-0.6920252,0.12164231,2.86578,-0.07588118314743042,-1.4071338,0.42585987,2.2958446,-0.5531901717185974,-0.7276113,-46.75805,14.8172865,0.6242856979370117,-0.36005974,0.4071578,3.1754322,-0.1901196390390396,-0.6898453,0.5894918,2.3966994,-0.42544713616371155,-0.5632329,-24.36635,6.2345433,-0.5087618231773376,-0.2911148,0.1816243,1.2921828,0.5741289854049683,-0.5587797,-0.13635914,0.6736422,0.6540597677230835,0.15215683,-12.717421,4.6591744,0.2676033079624176,-0.6294832,0.2680309,0.45896304,0.9798663854598999,1.8221135,-0.026789999,0.6055132,0.14954780042171478,-0.1805327,-25.821024,7.919692,-0.15719647705554962,-0.57551265,0.4682591,1.0518358,-0.4480094611644745,-0.14474678,0.31167135,1.1857309,-0.3914808928966522,-0.09297824,-25.016523,4.7898436,0.7557685971260071,-0.19674087,0.010275841,0.74101824,-0.7575978636741638,-0.43334293,0.30809826,0.86260134,0.20663988590240479,-0.20208454,-16.992008,3.934814,-0.2805541157722473,-0.5750499,-0.042755537,0.59049237,0.17718406021595,0.21402264,0.06252597,0.32617852,-0.5050356388092041,0.28163767,-17.568037,4.9098186,-0.5295522809028625,-0.7376292,0.010926741,0.8918123,0.7528632879257202,-0.5416622,0.076004095,0.49205938,-1.3330944776535034,1.9508367,-21.547398,3.537784,-0.1706351339817047,-0.5067198,-0.03562622,0.59595263,-0.13138419389724731,0.21006823,0.07889433,0.48672858,-0.9558531641960144,-0.3427415,-18.52531,3.0404367,0.745406985282898,-0.59944963,-0.019208426,0.52215105,0.03184286877512932,-0.9978068,0.0987124,0.47730976,-0.31220024824142456,-1.0633248,-16.881521,3.048415,0.9440754055976868,2.1945014,0.066553056,0.49580017,0.07389573752880096,0.016132116,0.016201675,0.49884516,0.15762832760810852,0.29143643,Participant_BPF_02,4
-584.5177,32.174713,0.6192745566368103,0.87340474,-0.87936467,4.764642,-1.2459344863891602,2.746717,0.37673178,5.449985,0.006198972929269075,-1.0246568,225.05057,18.321465,-0.5981510877609253,0.097792864,-1.3182615,2.2211213,-0.6152850985527039,-0.08350563,-0.08085599,2.0230658,0.05385633185505867,-0.65664625,41.430107,22.397202,-1.6926511526107788,3.1449814,0.7002573,3.9428055,0.7162888050079346,2.1084013,0.009370541,3.2402098,0.35582733154296875,0.48743773,-37.381462,17.44442,0.5851800441741943,-0.045558214,1.2724012,1.7652575,-0.22204023599624634,0.38713217,0.026771117,1.7904273,-0.08632320910692215,-1.2096214,-20.991486,10.262793,1.2409898042678833,1.8005633,0.37386113,1.9539703,-0.18330420553684235,-0.05820942,0.054855466,1.242433,-0.7915551662445068,0.17899895,-11.75893,5.902307,-0.7417449355125427,0.31746435,0.10835562,1.0069407,-0.40929311513900757,-0.23855996,0.022722906,0.84370345,-0.006121102254837751,-0.35219026,-22.334408,4.903384,-0.7065737843513489,0.11578417,0.21313591,0.5799237,-0.32432258129119873,0.44265628,0.03314196,0.8406348,0.09749987721443176,-0.8289206,-22.025759,5.649634,0.6925199627876282,-0.012277603,0.149225,0.9004153,1.007922887802124,1.3691092,0.024809742,0.7744859,0.14969395101070404,-0.91800165,-14.403097,3.930506,-0.19892746210098267,1.1717691,0.23290753,0.40906546,0.5852711796760559,0.54894257,-0.00055621564,0.58128256,0.24586547911167145,-0.81818557,-16.623575,6.0259733,-1.228143572807312,1.091052,0.41641998,1.1308795,-1.0052369832992554,0.59369135,-0.15590385,0.9096184,0.5782825946807861,-0.19041395,-20.22499,3.6733963,-0.23023706674575806,0.080574036,0.26728886,0.45692065,-0.10663168877363205,-0.68067956,0.09378703,0.53378123,-0.022804483771324158,-0.75222373,-18.3063,3.6135333,0.7833827137947083,-0.24445343,-0.09836862,0.6235059,-0.23639549314975739,0.569402,0.081506506,0.6372323,-0.10369204729795456,-0.94656825,-17.913061,3.816294,0.5089273452758789,0.4694445,0.048870116,0.5766298,-0.35038208961486816,-0.9354646,0.09896322,0.5033748,-0.12869785726070404,-0.5127351,Participant_BPF_02,5
