participant,segment,spectral_centroid,spectral_bandwidth,spectral_rolloff,spectral_flatness,spectrum_skewness,spectrum_kurtosis
Participant_BPF_13,7,132.30136554155473,105.94165728605579,192.333984375,0.0021564227,3.5595710277557373,15.387346
Participant_BPF_13,8,127.35046390657521,108.63415889942853,185.64453125,0.001639745,4.853209972381592,38.703724
Participant_BPF_13,9,128.79483885566577,115.01549991782997,189.9169921875,0.0022187356,4.948734283447266,35.00838
Participant_BPF_14,3,155.6295361903056,116.93361677790828,243.3349609375,0.003429719,3.504837989807129,14.8193035
Participant_BPF_14,4,155.89378411717558,122.04225916383764,248.7060546875,0.0036686026,3.673646926879883,16.235998
Participant_BPF_14,5,155.79512693781777,128.66574397505482,248.73046875,0.0057618264,3.312702178955078,12.653502
Participant_BPF_14,6,148.03980424675308,131.6133812133161,232.4462890625,0.0044533066,3.6950600147247314,16.994057
Participant_BPF_14,7,146.88830656513778,134.02857812079972,230.6396484375,0.0048571243,3.6793606281280518,14.939976
Participant_BPF_14,8,155.77911874774736,136.90366055605742,255.029296875,0.0073795756,3.591876745223999,14.185804
Participant_BPF_14,9,151.97351687272163,134.97490980805364,240.91796875,0.0045623295,3.8337643146514893,17.975124
Participant_BPF_15,3,144.5506693946154,96.42154474452343,221.337890625,0.0021864562,2.830850124359131,8.973615
Participant_BPF_15,4,136.1739063336019,82.82578228923887,204.1748046875,0.00072019984,3.003199338912964,10.098607
Participant_BPF_15,5,125.35900005351661,79.03490009469056,186.962890625,0.000519982,3.288971424102783,12.373623
Participant_BPF_15,6,132.4592457760025,88.41048758331047,201.1962890625,0.0020821772,3.324209690093994,14.231924
Participant_BPF_15,7,130.15245723475948,87.07754369956244,197.5830078125,0.0008571133,3.428785562515259,15.154047
Participant_BPF_15,8,124.98637509545608,85.78232361998488,187.5244140625,0.00068064465,4.368476867675781,25.124352
Participant_BPF_15,9,129.06185924269093,91.88721966899752,195.9716796875,0.0013623523,3.9827516078948975,21.182707
Participant_BPF_16,3,117.84091169464118,84.8490088683094,179.6875,0.00051560067,4.197012424468994,22.832026
Participant_BPF_16,4,121.00647948018764,83.33040296305585,184.8876953125,0.00049356476,3.266390085220337,13.15044
Participant_BPF_16,5,122.49743039754014,84.13420328231766,188.134765625,0.0005090989,3.2036781311035156,12.563936
Participant_BPF_16,6,117.78954812471594,83.29874038024514,178.7353515625,0.0005937914,4.752760887145996,27.97122
Participant_BPF_16,7,117.72970541198302,83.22546307263602,179.9072265625,0.00057740044,5.045947074890137,33.41237
Participant_BPF_16,8,120.26639771587489,85.09385505286507,189.1357421875,0.000775527,4.73539400100708,27.57228
Participant_BPF_16,9,117.22329891814832,83.47253944115872,183.6181640625,0.00047360925,4.737555503845215,27.574053
Participant_BPF_17,3,121.21410918643032,76.33142991180345,181.25,0.00035477825,3.8505196571350098,18.737415
Participant_BPF_17,4,132.31374952482594,84.41790435775866,200.9765625,0.0016367234,3.0596253871917725,11.772132
Participant_BPF_17,5,122.75080406363963,80.6577104715133,188.623046875,0.0012141167,3.2943596839904785,14.023413
Participant_BPF_17,6,112.05436498601436,73.51538385178694,168.6767578125,0.0002964152,4.505371570587158,24.76488
Participant_BPF_17,7,125.30565910459286,81.52993104488196,191.015625,0.00061123713,3.7949533462524414,19.52626
Participant_BPF_17,8,122.73018216734741,78.12924832009114,186.0107421875,0.00039080827,3.9881796836853027,21.79018
Participant_BPF_17,9,121.00324321534438,77.44293879550925,178.9794921875,0.000438062,4.122825622558594,22.025898
Participant_BPF_18,3,121.50114467024336,77.14625894398125,186.2548828125,0.0003485239,3.7724990844726562,17.279928
Participant_BPF_18,4,127.66405631456242,79.89658389922651,196.875,0.00035252314,3.379760503768921,14.370155
Participant_BPF_18,5,123.69182368553149,80.80553373831499,192.431640625,0.0006210337,3.46761155128479,15.608135
Participant_BPF_18,6,113.66305844152956,74.36514357304382,176.9775390625,0.00027007633,4.469290256500244,25.700195
Participant_BPF_18,7,122.05920907954992,82.40865758838893,191.7236328125,0.0011975097,4.208324909210205,22.72249
Participant_BPF_18,8,121.4293554878179,80.82100988664706,190.6494140625,0.000617779,4.348645210266113,24.774729
Participant_BPF_18,9,119.36244423587932,79.81856737705182,186.9384765625,0.0006251284,4.651443004608154,28.519743
Participant_BPF_19,3,140.1048587674536,92.09165844728584,222.36328125,0.0006174549,3.8093528747558594,19.971405
Participant_BPF_19,4,139.23933280419016,92.1047888771557,222.3388671875,0.0005924254,3.4400384426116943,15.12056
Participant_BPF_19,5,130.0869927693468,89.43468638445613,204.00390625,0.0006534572,3.918876886367798,20.661976
Participant_BPF_19,6,122.62648299278025,86.1539773623129,186.03515625,0.00050661236,4.2093000411987305,23.626293
Participant_BPF_19,7,123.24296302289649,85.46517892202091,188.623046875,0.00052852836,4.370728969573975,24.457664
Participant_BPF_19,8,124.06373077319058,87.26301256836543,190.0634765625,0.0005264808,4.310891151428223,23.526236
Participant_BPF_19,9,118.54754923775576,82.0382086463852,181.2744140625,0.00039334767,4.7863006591796875,30.60662
Participant_BPF_20,3,151.50252063191144,92.35748739032604,226.904296875,0.0013774239,2.6983492374420166,8.0194
Participant_BPF_20,4,152.76405113333527,95.96833114770075,229.1015625,0.0016678203,2.5830090045928955,6.816161
Participant_BPF_20,5,153.07451969504135,97.16014260082383,232.373046875,0.0014737237,2.5257761478424072,6.265609
Participant_BPF_20,6,155.7654849478204,99.50370888632798,235.986328125,0.0024838573,2.5683176517486572,6.8529034
Participant_BPF_20,7,149.54466612495398,95.11183734504966,224.365234375,0.0015009072,2.8182332515716553,8.804152
Participant_BPF_20,8,150.6496990430629,100.52571226335688,225.9765625,0.0019842223,2.6490886211395264,7.3026743
Participant_BPF_20,9,148.95807394320204,103.3672358024227,222.8515625,0.002182511,2.6636078357696533,7.37329
Participant_BPF_21,3,168.37828990327316,111.25395180032334,278.9794921875,0.002225661,2.638791561126709,9.05528
Participant_BPF_21,4,168.6833038778609,115.70649891799462,283.056640625,0.003212162,2.7975783348083496,8.952072
Participant_BPF_21,5,139.88591671448768,104.63778391282733,231.4208984375,0.0015419452,2.888126850128174,9.176289
Participant_BPF_21,6,143.61529233484234,109.14660699376127,238.3056640625,0.0022972617,4.079012870788574,24.518227
Participant_BPF_21,7,147.78979461261756,108.04400006072214,243.603515625,0.0021843105,3.767679452896118,20.074196
Participant_BPF_21,8,146.07758148994762,110.21957198071827,240.5517578125,0.0021454296,3.9487011432647705,22.472826
Participant_BPF_21,9,143.2470018538741,112.47014359068044,236.5478515625,0.0024121283,3.9547362327575684,23.91939
Participant_BPF_22,3,146.89468562029728,97.10559251260183,228.955078125,0.0014923224,3.2307991981506348,13.281374
Participant_BPF_22,4,147.09697073201562,97.39742982879109,225.29296875,0.0015441267,2.9808123111724854,10.632995
Participant_BPF_22,5,147.16337817672002,97.83320583855127,225.830078125,0.0015585833,2.420773506164551,6.07129
Participant_BPF_22,6,145.42252021278915,98.78911561829501,225.3173828125,0.0015934795,2.5130867958068848,7.389477
Participant_BPF_22,7,142.5690583982351,103.39780259017084,224.9755859375,0.0020400356,3.289060592651367,13.850397
Participant_BPF_22,8,139.98833431412677,105.74058285598817,223.3642578125,0.0021000407,3.884204864501953,18.641922
Participant_BPF_22,9,141.10243750640484,104.86851663023681,222.55859375,0.0022218586,3.860944986343384,19.03401
Participant_BPF_23,3,141.61610013881855,90.50326326857714,226.46484375,0.0009909834,3.4858365058898926,15.81226
Participant_BPF_23,4,141.70825435175541,88.44498540910779,222.55859375,0.0007148345,3.1155710220336914,11.777317
Participant_BPF_23,5,143.5302350277977,89.50162362412404,224.267578125,0.00081632007,2.996767282485962,10.665133
Participant_BPF_23,6,137.44828652605074,86.17865118623689,210.400390625,0.0007156897,3.1899309158325195,12.422319
Participant_BPF_23,7,130.03833775929692,84.80382975153472,196.630859375,0.0006776134,3.499587059020996,14.819241
Participant_BPF_23,8,126.85119846800407,83.62230831055471,187.841796875,0.00067151047,3.6559646129608154,17.082115
Participant_BPF_23,9,125.44854005190795,85.18832936490531,184.8876953125,0.00086722086,3.552932024002075,15.258408
Participant_BPF_24,3,141.86885139949806,85.59302006957893,223.583984375,0.00060334604,3.3517730236053467,13.774645
Participant_BPF_24,4,141.89815555045007,82.18099341572083,219.04296875,0.00038288883,3.300835132598877,13.966295
Participant_BPF_24,5,141.39874967511005,84.0343164532587,217.333984375,0.0006005101,3.4172019958496094,15.339592
Participant_BPF_24,6,136.7646452221906,81.6257722687811,209.6923828125,0.00036844166,3.5336110591888428,15.965836
Participant_BPF_24,7,137.2845320981439,81.07058170501011,207.666015625,0.0004885633,3.2026519775390625,13.37579
Participant_BPF_24,8,138.02944231961686,83.48019845927803,211.083984375,0.0011806403,3.2524609565734863,13.797501
Participant_BPF_24,9,136.32648371507102,82.41711226731212,210.3759765625,0.00045750645,3.6652114391326904,18.331432
Participant_BPF_25,3,129.8442323083196,85.49451980054569,199.90234375,0.0008721648,4.370183944702148,24.744284
Participant_BPF_25,4,125.56980490843473,84.21935045146915,191.357421875,0.00040001972,4.475106239318848,25.59075
Participant_BPF_25,5,122.78395601369193,82.75997702187696,185.6689453125,0.0004610769,4.552053928375244,26.000134
Participant_BPF_25,6,119.11610720975882,81.42201172676977,178.173828125,0.00036464256,4.701160907745361,27.35095
Participant_BPF_25,7,123.02718018465357,84.92677356989307,186.376953125,0.0006608995,4.436667442321777,24.763174
Participant_BPF_25,8,120.45576372675296,84.16063348058637,179.8828125,0.00062006,4.598711013793945,27.436422
Participant_BPF_25,9,117.26933394362554,82.85585371565753,172.265625,0.00056973787,5.22909688949585,35.264687
Participant_BPF_26,3,151.27739921684366,91.82599875589055,224.951171875,0.0011539881,2.5194153785705566,6.505539
Participant_BPF_26,4,147.10627329195867,93.30379336947226,219.8974609375,0.0014324763,2.569896936416626,6.7859087
Participant_BPF_26,5,144.44076379371185,90.89323095578752,212.98828125,0.0012095387,2.6693081855773926,7.389552
Participant_BPF_26,6,140.45896304010222,95.39181178598386,208.251953125,0.0014812078,3.0109565258026123,10.429764
Participant_BPF_26,7,145.16081629390536,95.20575059084051,220.7763671875,0.0014320777,3.014639377593994,10.953431
Participant_BPF_26,8,147.11999719727459,96.46820116354034,225.3173828125,0.0014942012,2.6768643856048584,7.954219
Participant_BPF_26,9,143.17785735972618,96.37305556275612,219.3359375,0.0014699552,2.907423973083496,9.624176
Participant_BPF_27,3,145.87339405000841,93.28411399523793,216.0400390625,0.0015366857,2.734074831008911,8.049308
Participant_BPF_27,4,140.49201689032438,92.27687908109786,213.623046875,0.0012266816,3.1682538986206055,11.747376
Participant_BPF_27,5,142.84059112552106,99.53124014932092,223.6083984375,0.0027985466,3.2748358249664307,12.938575
Participant_BPF_27,6,146.1087035960765,101.20737738178877,229.0283203125,0.0018211777,3.4152681827545166,14.291296
Participant_BPF_27,7,148.3015169846943,107.63656877313244,236.1083984375,0.0030230577,3.367271900177002,13.288246
Participant_BPF_27,8,145.2639842607658,100.84699546669205,225.09765625,0.0019923723,3.2598512172698975,12.74973
Participant_BPF_27,9,148.1184788066819,100.26553280173009,230.56640625,0.0019965838,3.060671091079712,10.388877
Participant_BPF_28,3,124.25320373474433,82.20373253446557,186.474609375,0.00066158513,3.7627766132354736,16.631268
Participant_BPF_28,4,128.04815888740404,87.48922157596135,192.67578125,0.0020896725,3.6841185092926025,16.121994
Participant_BPF_28,5,124.24094918900119,85.18700460673053,192.6025390625,0.00055342464,3.9561026096343994,19.69695
Participant_BPF_28,6,135.65451379802676,92.596479943997,214.7705078125,0.0011801764,3.779849052429199,18.544624
Participant_BPF_28,7,135.56601836489523,91.21034883617155,213.96484375,0.0016902365,3.6807210445404053,16.79672
Participant_BPF_28,8,137.10966058687785,94.44751948605435,219.5068359375,0.0062654675,3.7200002670288086,16.689787
Participant_BPF_28,9,134.04663264096706,90.47447536357213,211.42578125,0.0010085116,3.704606056213379,16.502148
Participant_BPF_29,3,114.84378383092569,85.52037984084247,174.8291015625,0.00052028475,4.428431034088135,25.428497
Participant_BPF_29,4,118.1909953011268,93.00454023762391,181.005859375,0.0011157569,4.388810157775879,24.646986
Participant_BPF_29,5,120.13723907177896,95.69218083716194,185.009765625,0.0009266223,4.80187463760376,29.2608
Participant_BPF_29,6,125.7533630085926,103.81872213076818,198.1201171875,0.0022059649,4.514037132263184,26.068222
Participant_BPF_29,7,125.59339677670332,100.5801497515247,199.755859375,0.0011025267,4.514678478240967,26.64192
Participant_BPF_29,8,131.88846370701862,109.1677312800372,211.279296875,0.0027947393,4.2150349617004395,22.07905
Participant_BPF_29,9,125.23802283733252,94.81494296353732,193.5302734375,0.0009662088,3.625619649887085,15.571272
Participant_BPF_30,3,160.79081170340888,97.63055071525801,243.5302734375,0.0012315694,2.7224676609039307,8.079351
Participant_BPF_30,4,159.48025630783502,96.12105273751851,234.47265625,0.002165385,2.730067014694214,8.045739
Participant_BPF_30,5,153.6699695805907,93.38804404715447,223.92578125,0.0014844869,2.796621084213257,8.316676
Participant_BPF_30,6,146.65222460288248,92.12240154708607,211.6455078125,0.0012673012,2.8228538036346436,8.409929
Participant_BPF_30,7,143.1980876602753,95.08221032049146,207.03125,0.0016991928,3.001063585281372,10.358924
Participant_BPF_30,8,148.7322023836799,94.36314571262133,222.2412109375,0.0012591658,2.7527883052825928,8.430221
Participant_BPF_30,9,152.52140310446094,95.94541430720454,228.173828125,0.0025319795,2.677556276321411,7.405429
Participant_BPF_31,3,110.39747444630147,83.0377555302696,163.720703125,0.00040857596,5.209263324737549,33.599934
Participant_BPF_31,4,123.83274177104366,87.84177737183913,191.7724609375,0.0008219505,3.882741928100586,19.061184
Participant_BPF_31,5,131.35110688938317,90.88249623723758,211.2548828125,0.0006880642,3.8570778369903564,18.796564
Participant_BPF_31,6,116.32562482500279,84.75867027311551,180.2734375,0.00079943135,5.000192642211914,32.03257
Participant_BPF_31,7,119.92303268619017,82.49417165206951,188.330078125,0.00030903757,4.793137550354004,30.626091
Participant_BPF_31,8,128.8629967723053,91.56781080545824,206.2255859375,0.001259932,4.315738201141357,24.230577
Participant_BPF_31,9,114.46926901487689,83.41256030366415,171.533203125,0.00035997195,4.650208950042725,27.07648
Participant_BPF_32,3,146.53915236489206,110.5302648369114,238.2080078125,0.0018929392,3.6295461654663086,16.603266
Participant_BPF_32,4,152.5601204870971,119.98185908983714,257.9345703125,0.003525839,4.182060718536377,24.448343
Participant_BPF_32,5,157.86765484770095,124.0528039095459,268.5791015625,0.0032342493,4.112852096557617,23.364681
Participant_BPF_32,6,157.91749864862604,123.1177473275703,266.3330078125,0.0033264135,3.908491373062134,20.416348
Participant_BPF_32,7,154.90104589087557,119.53192353339782,256.3720703125,0.002804532,4.084873676300049,23.6691
Participant_BPF_32,8,148.63194778415104,116.1682429348122,242.08984375,0.0023348494,3.9770500659942627,20.852695
Participant_BPF_32,9,142.46761038015808,112.88158365434192,230.6396484375,0.0020549553,4.426609992980957,26.991043
Participant_BPF_33,3,109.63715239717533,81.26702282970942,160.1806640625,0.0004193794,4.739677906036377,27.443733
Participant_BPF_33,4,103.75639633989351,74.2923296955272,149.267578125,0.00029733815,4.942234039306641,30.277496
Participant_BPF_33,5,110.67062224300612,81.394203787046,164.2333984375,0.000783292,4.310224533081055,23.059906
Participant_BPF_33,6,109.323339607764,76.19048090052156,164.1357421875,0.00032252521,4.221496105194092,22.621964
Participant_BPF_33,7,106.71785196682022,77.62766080808636,155.3955078125,0.00077044556,4.673731803894043,26.865616
Participant_BPF_33,8,104.78004710544019,72.3413044180584,150.5126953125,0.00023688453,4.735700607299805,27.531023
Participant_BPF_33,9,103.95291511285923,72.3889575428135,146.630859375,0.0002905595,4.597152233123779,25.515968
Participant_BPF_34,3,117.01216825324784,81.8595222623142,188.6474609375,0.00029641218,4.867867469787598,29.30972
Participant_BPF_34,4,121.87018633209463,86.284610001617,196.1181640625,0.00059643586,4.569348335266113,25.729456
Participant_BPF_34,5,122.920578788796,85.13465499618137,197.3876953125,0.00097503996,4.338681697845459,22.938759
Participant_BPF_34,6,128.34104740161672,90.71131518415905,212.4755859375,0.0009049339,4.2478790283203125,22.114216
Participant_BPF_34,7,126.63646553631584,93.1491342021907,207.71484375,0.0011855306,4.485487461090088,26.295918
Participant_BPF_34,8,116.56058437234319,86.18873909607545,183.5693359375,0.0005482434,4.5934062004089355,26.174706
Participant_BPF_34,9,112.22828374956097,82.83305826946075,174.072265625,0.00038183708,4.593543529510498,24.791132
Participant_BPF_35,3,129.06226683520305,84.66754583065202,193.06640625,0.00083405635,3.600768804550171,16.20816
Participant_BPF_35,4,133.6641427921641,82.28488262364199,198.681640625,0.0006269097,3.0127506256103516,10.6256485
Participant_BPF_35,5,138.16084999287102,87.35950336875845,206.4453125,0.0014044696,2.917567014694214,9.643061
Participant_BPF_35,6,137.74487889945158,85.69194503438504,204.00390625,0.00090062956,3.0466701984405518,10.691896
Participant_BPF_35,7,135.26404017509617,84.52204927571367,199.658203125,0.00094273966,2.9982831478118896,10.150007
Participant_BPF_35,8,131.25210637113318,87.55431126736772,195.263671875,0.001205392,3.3821427822113037,14.72966
Participant_BPF_35,9,132.95961783995978,85.34950814496374,197.2412109375,0.0008815704,2.7986042499542236,8.552618
Participant_BPF_36,3,135.95607610880626,79.88211383773228,203.61328125,0.0006126572,2.896409034729004,9.419265
Participant_BPF_36,4,131.53619383721224,80.13802959701496,197.900390625,0.00051637436,3.3740856647491455,14.191235
Participant_BPF_36,5,136.1179419322311,82.49411387007483,204.4189453125,0.000635946,3.0928256511688232,11.192135
Participant_BPF_36,6,134.77332784022207,80.67264825675531,205.0537109375,0.00051409734,3.170893669128418,12.028749
Participant_BPF_36,7,130.1561156844546,81.69326947589451,200.78125,0.0010237014,3.465069055557251,14.7699375
Participant_BPF_36,8,135.19013002298536,86.87058676508282,208.8623046875,0.0016657911,3.610150098800659,16.959204
Participant_BPF_36,9,134.781888267254,86.29528713852037,207.71484375,0.00096073665,3.6301729679107666,17.960014
